Filename,SpeakerID,Gender,Begin,End,Vowel,F1,F2
common_voice_ja_36372325,2300,male,0.65,0.68,a,270.626266935153,1352.33537909586
common_voice_ja_25320005,3097,male,0.39,0.43,a,668.765763704519,1497.86284748467
common_voice_ja_35841511,2941,male,1.25,1.34,a,428.158317051461,1286.16491999884
common_voice_ja_36352067,2416,,1.1,1.13,a,373.769790460871,1106.49214363325
common_voice_ja_25444784,3112,male,1.83,1.89,a,661.077356189087,1569.96729861038
common_voice_ja_36326852,2478,,2.18,2.21,a,843.219361423757,1642.09946093632
common_voice_ja_38918384,1673,female,1.61,1.66,a,754.71743739739,1573.1548547365
common_voice_ja_36353767,2570,male,1.16,1.19,a,806.904963654056,1298.52798401846
common_voice_ja_36322004,2672,male,1.52,1.57,a,484.985738459893,1612.7469064179
common_voice_ja_35797889,3019,male,0.88,0.97,a,484.489342583998,1367.49760511979
common_voice_ja_25676266,2678,male,1.4,1.47,a,567.570316834582,1085.51387671952
common_voice_ja_36295967,2444,male,0.81,0.88,a,573.832182472701,1270.35680399756
common_voice_ja_37147804,3111,female,3.51,3.6,a,607.50140217052,1708.7726540101
common_voice_ja_21560692,2621,male,0.69,0.75,a,762.980773037241,1294.31053834906
common_voice_ja_24586206,3092,,1.76,1.81,a,448.529808425997,1511.07251865115
common_voice_ja_38996821,725,female,0.58,0.62,a,401.239813948506,1654.24988530861
common_voice_ja_33298081,3113,male,1.68,1.73,a,617.022155907577,1511.39570715293
common_voice_ja_20101986,3089,male,1.63,1.72,a,625.110350811671,1280.78864934847
common_voice_ja_25371599,3112,male,0.95,1.01,a,581.653618721069,1496.77250042992
common_voice_ja_39046769,1343,female,1.11,1.18,a,741.274046043599,1707.59561499169
common_voice_ja_36282172,2856,male,0.8,0.84,a,671.044344973623,1418.09098066956
common_voice_ja_36354706,2577,male,1.47,1.53,a,555.227153506941,1506.35655631916
common_voice_ja_36336660,2633,male,1.18,1.23,a,430.003577330293,1640.32030342432
common_voice_ja_36314251,2696,,2.14,2.18,a,345.030612028424,1229.49670878725
common_voice_ja_35841417,2941,male,1.72,1.8,a,472.351301576271,1286.99547831753
common_voice_ja_28282493,3103,male,1.56,1.62,a,631.358248902098,1570.43856097537
common_voice_ja_39056700,972,male,1.09,1.18,a,543.05908009536,1186.8943440798
common_voice_ja_36470649,2508,male,1.5,1.55,a,569.555544309401,1072.35118601637
common_voice_ja_36051027,2937,female,0.68,0.74,a,458.066765971617,1046.65873630774
common_voice_ja_36283099,2871,male,1.97,2.03,a,1084.3619688533,1605.00511106654
common_voice_ja_36415951,2533,female,1.64,1.69,a,232.648523105855,1363.51606077031
common_voice_ja_36342053,2532,male,1.37,1.47,a,698.410433637519,1215.21901789556
common_voice_ja_26286954,3081,male,1.55,1.61,a,690.939848298919,1443.35789899489
common_voice_ja_36051489,2937,female,0.9,0.96,a,673.01245739291,1607.85066128842
common_voice_ja_36346945,2499,female,1.6,1.65,a,548.073887695524,1618.57665250822
common_voice_ja_36343124,2322,male,0.93,0.97,a,467.59102298364,1919.27300943064
common_voice_ja_35789271,3013,female,1.17,1.24,a,552.756139534999,1422.51890386533
common_voice_ja_30143256,3097,male,1.64,1.69,a,649.659273688862,1512.18199419788
common_voice_ja_36316390,2656,female,1.69,1.73,a,841.855646920705,1743.09946395207
common_voice_ja_36326952,2634,female,1.19,1.29,a,652.918026122954,1843.73789225957
common_voice_ja_37630068,3102,female,1.17,1.39,a,823.521894916497,1570.75549728139
common_voice_ja_39074987,2205,male,0.98,1.09,a,610.338922313924,1367.79368459133
common_voice_ja_38912963,1480,male,0.82,0.89,a,588.657651402274,1640.44585822218
common_voice_ja_36137205,2965,male,0.6,0.64,a,519.557256798248,1247.71292428128
common_voice_ja_33230963,3079,male,1.85,1.88,a,441.425854167365,1250.65510437385
common_voice_ja_37112423,3111,female,1.62,1.72,a,652.325716177714,1864.12302420309
common_voice_ja_25445467,3112,male,1.5,1.57,a,537.318499990728,1637.58800206579
common_voice_ja_36139453,2953,,1.44,1.5,a,699.04296327626,1614.81971592938
common_voice_ja_35925970,3040,male,1.22,1.27,a,613.046690257504,1616.85699402384
common_voice_ja_33729985,3113,male,1.72,1.77,a,437.698479510447,1048.135589316
common_voice_ja_27565299,3115,female,1.15,1.21,a,615.109816400919,1235.77503409507
common_voice_ja_28510329,3115,female,1.8,1.84,a,662.091876246529,1649.38688271707
common_voice_ja_35788970,3013,female,0.9,0.95,a,216.786477803619,1228.16038666415
common_voice_ja_36354112,2227,female,1.11,1.16,a,748.733831999107,1851.40546843068
common_voice_ja_36295923,2963,,0.83,0.88,a,515.852303687823,1331.43804406691
common_voice_ja_36227112,2834,,2.34,2.41,a,634.19626126724,1369.62035355782
common_voice_ja_37397392,3104,male,1.58,1.68,a,802.240595171964,1305.70300922041
common_voice_ja_37470294,3095,male,0.67,0.75,a,630.438679500341,1513.88606971981
common_voice_ja_36349445,2697,male,3.1,3.15,a,514.243813835009,1079.19996385009
common_voice_ja_37174914,3108,female,0.66,0.72,a,623.41222757026,1879.51388278587
common_voice_ja_36295026,2844,female,0.92,0.99,a,307.762253408595,1061.04797593592
common_voice_ja_37055977,3111,female,1.63,1.72,a,611.25841322429,1414.19089204979
common_voice_ja_27602027,3115,female,1.22,1.31,a,526.76904164167,1579.87198590355
common_voice_ja_37011626,3111,female,1.96,2.11,a,669.905804357836,1785.25498032136
common_voice_ja_25372785,3112,male,0.67,0.74,a,627.929332783373,1606.59522779508
common_voice_ja_27761602,3115,female,1.91,1.97,a,541.291198047593,2096.25702156824
common_voice_ja_25658043,2022,male,1.16,1.24,a,707.865910037705,1682.72717170236
common_voice_ja_36015278,2934,,1.37,1.42,a,606.584215107942,1742.31861762447
common_voice_ja_36248982,2843,male,0.72,0.8,a,715.252930748737,1361.64987822834
common_voice_ja_36048874,2945,male,1.78,1.81,a,708.141820663186,1665.1561805316
common_voice_ja_35827224,3026,male,1.43,1.48,a,440.663943204088,1789.30396146005
common_voice_ja_35913297,2985,male,1.65,1.7,a,672.960414626935,1484.6994387615
common_voice_ja_31366922,3113,male,1.44,1.5,a,350.687191351715,1351.17893543974
common_voice_ja_36158905,2909,female,0.9,0.96,a,742.589845647827,1713.53484412473
common_voice_ja_39083771,622,female,0.79,0.82,a,247.3188076913,1120.64291090566
common_voice_ja_25694963,3112,male,0.97,1.04,a,570.686522291372,1757.36422044756
common_voice_ja_38973547,1870,male,1.35,1.41,a,643.718782048006,1240.60456336306
common_voice_ja_24929547,3094,male,1.72,1.76,a,535.482341729449,1493.50520371058
common_voice_ja_30687522,3024,male,1.63,1.67,a,762.108607442361,1379.44383227799
common_voice_ja_20072913,3089,male,1.78,1.85,a,615.794020396059,1196.43420695614
common_voice_ja_36322848,1619,,2.84,2.92,a,793.066195569572,1555.15965567422
common_voice_ja_33231540,3079,male,1.45,1.53,a,569.277021668343,1336.60233530907
common_voice_ja_35841526,2941,male,2.35,2.41,a,629.848478085183,1297.39998056978
common_voice_ja_28146843,3103,male,1.68,1.74,a,652.721356836352,1744.92881182858
common_voice_ja_37343944,3098,female,0.94,0.98,a,743.341713656778,1001.36731042027
common_voice_ja_35855283,3014,,1.49,1.57,a,756.826388222725,1591.44001121968
common_voice_ja_36354706,2577,male,1.86,1.91,a,594.137798835639,1290.35426590852
common_voice_ja_35947290,2921,male,0.43,0.48,a,529.066981182322,1300.39102067917
common_voice_ja_28465091,3115,female,0.83,0.97,a,694.526790165226,1602.37102056766
common_voice_ja_39035500,1805,female,1.12,1.18,a,529.519606050078,1709.99374683405
common_voice_ja_38899192,1459,male,2.65,2.74,a,388.69125103599,1439.7275465266
common_voice_ja_36319995,2778,female,0.5,0.53,a,328.165777801661,1072.40763049067
common_voice_ja_35853007,2973,male,0.71,0.75,a,200.997454898956,1595.86963855187
common_voice_ja_34989652,3090,male,0.91,0.97,a,637.090121377654,1675.57418297345
common_voice_ja_38863312,2061,female,0.84,0.9,a,1046.97152016314,1301.85842057603
common_voice_ja_36352608,2567,male,0.9,0.94,a,538.662241741595,1334.63321652239
common_voice_ja_36957877,3111,female,2.28,2.37,a,763.654569660099,1530.44306052445
common_voice_ja_27398620,3112,male,1.39,1.46,a,1177.45328032987,2465.45075507886
common_voice_ja_25319533,3097,male,1.08,1.12,a,559.148155283052,1460.47990028267
common_voice_ja_28465119,3115,female,1.13,1.28,a,901.391114718576,1380.1779845681
common_voice_ja_36155456,3016,female,1.72,1.79,a,677.49634194212,1721.74928321532
common_voice_ja_36488679,2074,male,0.79,0.9,a,667.280211942689,1257.26840717487
common_voice_ja_36311984,2768,male,3.52,3.6,a,879.230362752456,1611.70063838656
common_voice_ja_33212747,3050,female,1.63,1.7,a,793.496039536609,1911.25390414775
common_voice_ja_36048648,2826,female,1.43,1.47,a,552.099339677245,2106.48953324816
common_voice_ja_35805070,2969,,1.58,1.65,a,711.313857399468,1535.64604047559
common_voice_ja_36306570,2811,female,0.92,1.0,a,495.798697888842,2092.41133861325
common_voice_ja_35797970,2913,,0.67,0.85,a,531.334990311954,1171.96746753736
common_voice_ja_36349566,2463,male,1.22,1.29,a,747.581076678247,1666.08521311077
common_voice_ja_37535581,3104,male,2.16,2.25,a,698.889521746529,1432.36875630206
common_voice_ja_35842136,2996,male,1.23,1.26,a,523.439515342103,1573.81859463415
common_voice_ja_30481001,3078,female,1.24,1.29,a,839.967142150725,1473.04908986577
common_voice_ja_37648592,3106,female,1.26,1.34,a,684.097833364229,1643.84778026182
common_voice_ja_35237500,3090,male,1.66,1.72,a,710.263984653641,1286.90553480172
common_voice_ja_36256098,2880,female,1.01,1.05,a,426.127973685729,2123.00863979657
common_voice_ja_37300258,3107,female,0.76,0.81,a,661.832718358369,1683.33697341347
common_voice_ja_39044764,999,female,0.75,0.79,a,690.255537639427,1083.90230687138
common_voice_ja_35841531,2941,male,1.46,1.56,a,621.869451076129,1386.01342608301
common_voice_ja_28452981,3115,female,2.56,2.65,a,730.491433682738,1745.37750476149
common_voice_ja_35842853,1739,,1.61,1.65,a,774.479730012877,1326.14433132567
common_voice_ja_35800100,3023,female,1.15,1.26,a,627.045828971883,2246.1464875693
common_voice_ja_26687695,3115,female,2.21,2.29,a,598.952231726687,1867.23405882324
common_voice_ja_37386243,3104,male,1.2,1.25,a,637.745456356236,1291.87352329918
common_voice_ja_26450882,3115,female,2.05,2.11,a,457.338708857077,1477.95082563475
common_voice_ja_35968210,2443,,0.95,0.98,a,680.309591020813,1306.63316175639
common_voice_ja_35843110,2970,female,0.69,0.76,a,647.144638218393,2203.27461500233
common_voice_ja_36348451,2498,male,1.07,1.13,a,572.289726587246,1495.24531217949
common_voice_ja_35011307,3090,male,1.36,1.42,a,488.7294351619,1520.88422558523
common_voice_ja_24928917,3094,male,2.12,2.15,a,493.445202770518,1243.45885563814
common_voice_ja_36313997,3046,male,1.49,1.56,a,664.153647146085,1473.61677773204
common_voice_ja_37179131,3107,female,0.47,0.51,a,348.699377474019,1003.87848745538
common_voice_ja_36336441,2410,female,1.03,1.07,a,811.122437090352,1922.84187114651
common_voice_ja_36309989,2823,female,1.27,1.36,a,780.780375934886,1681.85791929364
common_voice_ja_36305573,2816,female,0.71,0.74,a,689.597058959248,1887.51149219747
common_voice_ja_27972640,3078,female,0.91,0.97,a,859.902680412112,1567.62351911403
common_voice_ja_35855961,2977,male,1.56,1.71,a,288.368880809858,1195.81363549695
common_voice_ja_36329219,2220,,0.34,0.37,a,757.784112133474,1798.43170359191
common_voice_ja_36050483,2666,male,0.75,0.79,a,423.893351545041,1226.39667408512
common_voice_ja_36318866,2778,female,1.39,1.46,a,785.324344401501,1779.30447875828
common_voice_ja_35931538,2719,female,1.42,1.53,a,922.100704614359,1820.5399831623
common_voice_ja_36296000,2444,male,1.49,1.52,a,510.553924970036,910.153286506918
common_voice_ja_38946209,1634,male,0.46,0.52,a,403.172948579108,1194.96333912944
common_voice_ja_36345303,1565,,1.41,1.46,a,771.038083709338,1447.59662078744
common_voice_ja_36352562,2520,male,1.07,1.13,a,672.768084805466,1390.40850149297
common_voice_ja_36334578,2329,female,1.59,1.69,a,672.963886633874,1557.9827402446
common_voice_ja_35818862,3054,male,2.1,2.18,a,547.859053107746,1623.48450267239
common_voice_ja_36333097,2292,,2.64,2.67,a,519.014066896088,1596.27178598059
common_voice_ja_36306633,2395,,1.7,1.79,a,172.483591777505,1012.09281288091
common_voice_ja_37460278,1251,,1.56,1.6,a,681.775044841575,1470.91233580231
common_voice_ja_36940380,3108,female,2.81,2.9,a,665.231544707963,1834.31803621288
common_voice_ja_28465088,3115,female,1.75,1.8,a,685.562685204119,1298.77630489085
common_voice_ja_36026567,2981,female,2.07,2.12,a,882.691636506353,1666.2471977415
common_voice_ja_39095251,311,,2.09,2.19,a,725.411977429336,1634.33161120838
common_voice_ja_35118201,3097,male,1.29,1.36,a,732.806416516001,1550.86480283977
common_voice_ja_36929344,3111,female,1.88,1.95,a,668.685449154933,1588.80712742207
common_voice_ja_35947948,3044,,2.38,2.42,a,672.620643527358,1848.07019865373
common_voice_ja_36295920,2963,,2.4,2.45,a,766.040858137043,1637.9924446524
common_voice_ja_36339284,2407,female,0.93,0.96,a,561.65090621888,1913.20971054131
common_voice_ja_36143291,3031,male,1.09,1.18,a,766.07823778719,1773.53869842791
common_voice_ja_37201948,3108,female,1.3,1.39,a,836.13049483415,1478.83985711315
common_voice_ja_36294603,2439,male,0.62,0.7,a,783.946200907803,1511.79863791066
common_voice_ja_36187330,2931,male,3.04,3.14,a,468.173858736977,1447.56932478728
common_voice_ja_29742778,3112,male,2.09,2.16,a,643.476543383406,1503.25193024564
common_voice_ja_39001392,1721,female,0.57,0.61,a,585.392233759133,2078.05002492222
common_voice_ja_37646202,3102,female,1.63,1.69,a,618.453477431759,1260.24694507712
common_voice_ja_35876132,2992,male,1.75,1.81,a,885.385337162199,1140.4059134066
common_voice_ja_33734755,3082,male,1.36,1.41,a,581.178304916143,1479.0116031205
common_voice_ja_36112759,3012,female,0.68,0.76,a,733.118471014287,1624.32898406505
common_voice_ja_25676499,2678,male,3.4,3.51,a,660.010601241867,1079.07974726245
common_voice_ja_37356495,3107,female,1.5,1.54,a,226.643988600221,1243.04364732723
common_voice_ja_38847476,2585,male,0.87,0.95,a,632.722245807585,1524.90840344259
common_voice_ja_24928545,3094,male,2.44,2.48,a,627.117892436738,1652.68687486202
common_voice_ja_22921006,2943,male,1.24,1.29,a,541.531049460005,1420.94339807763
common_voice_ja_37167748,3108,female,1.8,1.88,a,587.967855072057,1551.23823703674
common_voice_ja_37539361,3106,female,1.86,1.91,a,591.243827686478,1370.20104787969
common_voice_ja_35772220,2988,male,1.23,1.3,a,513.115344528337,1406.24465763725
common_voice_ja_35841558,2941,male,1.6,1.64,a,370.374173266482,1026.01792958047
common_voice_ja_37002745,3108,female,0.97,1.01,a,655.484884743325,1390.9889644392
common_voice_ja_37143164,3108,female,2.97,3.05,a,698.850292690764,1346.13128105129
common_voice_ja_36348730,2632,female,1.05,1.13,a,704.421822350453,1711.74233512656
common_voice_ja_37201951,3108,female,1.33,1.43,a,754.730752527022,1434.76487826838
common_voice_ja_33228011,2912,male,0.89,0.95,a,545.906918781814,1807.33885275757
common_voice_ja_37112357,3111,female,2.29,2.41,a,630.226264428711,1470.61278715334
common_voice_ja_36314127,2742,male,1.2,1.26,a,546.791695981584,1887.6270054818
common_voice_ja_35256025,3058,female,1.9,1.98,a,580.360016308209,1291.36102839953
common_voice_ja_36354063,2364,,1.23,1.29,a,566.479368868246,1504.2069602448
common_voice_ja_36357212,2419,female,1.71,1.76,a,381.441176665818,1253.46011764523
common_voice_ja_27892862,3115,female,1.67,1.77,a,593.474469520278,1690.07384434061
common_voice_ja_36358899,2342,,2.38,2.43,a,420.791056804758,1294.32556775363
common_voice_ja_36111533,3012,female,1.02,1.07,a,798.101780650748,1680.45808661927
common_voice_ja_36137732,2971,,2.44,2.51,a,877.333648767664,1501.00772102865
common_voice_ja_27656648,2825,male,0.91,0.97,a,470.309401107719,1650.08236759077
common_voice_ja_35772407,2988,male,2.66,2.73,a,514.099573749993,1441.65507166374
common_voice_ja_35852576,2977,male,2.82,2.89,a,538.498983317274,1120.77599701993
common_voice_ja_35968333,3048,,1.62,1.66,a,615.799005864105,1508.94050241674
common_voice_ja_35898677,3007,male,2.33,2.42,a,671.066138057044,1496.35990033541
common_voice_ja_33190497,3039,female,1.87,1.97,a,570.410364947131,1394.48337922418
common_voice_ja_34009846,1380,female,1.3,1.39,a,322.372208155575,1712.97758759572
common_voice_ja_37521104,3109,female,0.68,0.77,a,812.388752774005,1787.14784505415
common_voice_ja_25372120,3112,male,1.61,1.68,a,640.780819992498,1505.97431273487
common_voice_ja_27553192,3115,female,2.37,2.43,a,729.840027565463,1754.00950844637
common_voice_ja_28520055,3115,female,2.73,2.81,a,524.538937699679,1702.81793039009
common_voice_ja_36470614,2508,male,0.61,0.67,a,616.704610618216,1494.22741593799
common_voice_ja_36308575,2786,male,2.51,2.6,a,759.283217618332,1334.5239809942
common_voice_ja_35290106,2959,male,3.33,3.39,a,393.049808648334,1121.92969360637
common_voice_ja_35818527,3054,,1.24,1.29,a,515.598649351613,1720.23552717005
common_voice_ja_25867947,2384,,1.15,1.21,a,831.035337658533,1716.91370156494
common_voice_ja_28594962,3059,male,2.28,2.32,a,585.806733029411,1047.14248718381
common_voice_ja_37609566,3102,female,1.89,2.04,a,706.095794515324,1195.64104555438
common_voice_ja_36295792,2787,female,0.88,0.91,a,427.848752240783,1950.9917999703
common_voice_ja_35948693,3068,male,2.04,2.09,a,731.928676455597,1335.74888717196
common_voice_ja_36292281,2918,male,1.04,1.1,a,851.57746324922,1437.26020350361
common_voice_ja_39097415,1724,male,0.97,1.04,a,174.793082569778,1862.60911952767
common_voice_ja_35678271,2978,male,1.06,1.12,a,569.166785252282,1241.41439104307
common_voice_ja_25811192,2486,,1.25,1.3,a,510.960283998142,1383.27427335835
common_voice_ja_36085605,2999,female,1.95,2.02,a,777.022535279313,1787.2559324198
common_voice_ja_30693024,3086,,1.09,1.15,a,470.258274443503,1208.62389850729
common_voice_ja_36488351,2284,male,1.2,1.26,a,670.601741208167,1332.66320885926
common_voice_ja_36351825,2501,,0.66,0.69,a,470.3513358051,1319.5572952207
common_voice_ja_24929547,3094,male,1.49,1.52,a,543.45183842225,1317.42368855159
common_voice_ja_35841838,2996,male,1.53,1.6,a,677.952544671907,1632.66281511209
common_voice_ja_37649669,3106,female,0.56,0.6,a,629.19400194471,1608.45479824913
common_voice_ja_36323448,2667,female,1.72,1.82,a,871.122412006066,1353.5087116462
