Filename,SpeakerID,Gender,Begin,End,Vowel,F1,F2
common_voice_ja_38829482,2892,female_feminine,1.64,1.72,a,878.701912610875,1532.81672537229
common_voice_ja_36366975,2744,female_feminine,4.06,4.1,a,1001.4287617616,1355.43299313453
common_voice_ja_37443761,3312,male_masculine,5.05,5.1,a,522.975245718937,1616.31206134067
common_voice_ja_37307405,3324,female_feminine,1.6,1.69,a,707.273206694377,1789.61244090248
common_voice_ja_30687559,3161,male,1.06,1.1,a,464.987763152794,1400.2990774825
common_voice_ja_36353659,2761,male_masculine,7.08,7.16,a,788.465951388297,1310.30079741146
common_voice_ja_20074310,3306,male_masculine,4.15,4.19,a,512.42300729573,1319.60012180594
common_voice_ja_36363353,2730,male_masculine,3.71,3.74,a,559.02448676674,1550.17282630874
common_voice_ja_27696335,3318,male_masculine,4.66,4.71,a,609.65634835044,1284.58250389077
common_voice_ja_35913185,3200,male_masculine,3.43,3.49,a,405.549040036382,1522.57892771092
common_voice_ja_25986103,3331,male_masculine,1.83,1.89,a,554.820334352502,1561.4401747996
common_voice_ja_21568299,3294,male_masculine,2.51,2.57,a,353.864522960497,1372.00362250991
common_voice_ja_30690396,3316,male_masculine,3.44,3.48,a,704.014153973328,1845.0978039501
common_voice_ja_26051902,3331,male_masculine,1.89,1.95,a,954.872350067549,1951.53895349171
common_voice_ja_37459059,3327,female_feminine,1.35,1.42,a,478.94133124968,1866.44987585099
common_voice_ja_26014264,3331,male_masculine,1.77,1.83,a,415.148317482344,1481.50085402153
common_voice_ja_36325741,3125,female_feminine,4.65,4.71,a,452.020572408478,1932.33475833605
common_voice_ja_27932051,3332,female_feminine,5.92,6.0,a,543.517034482532,1601.40232563445
common_voice_ja_26008918,3331,male_masculine,0.91,0.94,a,538.526666869245,1152.60477190604
common_voice_ja_27695623,3318,male_masculine,5.53,5.61,a,559.982189628257,1525.31005959985
common_voice_ja_30161832,3308,female,5.22,5.26,a,515.692580893755,1735.76162597628
common_voice_ja_36322360,3098,female_feminine,1.76,1.83,a,653.098264861239,1792.52124687714
common_voice_ja_36314058,3071,male_masculine,2.41,2.48,a,457.217848602954,1365.89034917639
common_voice_ja_37018329,3328,female_feminine,4.87,4.92,a,524.567558982274,1374.94746721358
common_voice_ja_25342731,3332,female_feminine,1.27,1.33,a,373.724800110944,1217.14344945204
common_voice_ja_35846289,2848,male_masculine,4.43,4.46,a,342.636501105568,1031.69207618076
common_voice_ja_26014639,3331,male_masculine,1.59,1.62,a,455.315474851632,1677.001795373
common_voice_ja_25899636,3236,male,4.5,4.64,a,699.821091250875,1240.35173403404
common_voice_ja_36295386,3210,male_masculine,1.46,1.54,a,609.239381416744,1265.74345490936
common_voice_ja_37194328,3322,male_masculine,3.37,3.4,a,701.282885922687,2106.43559012224
common_voice_ja_26015698,3332,female_feminine,1.96,2.02,a,708.67600240742,1595.48098436344
common_voice_ja_26038348,3331,male_masculine,3.02,3.08,a,680.201956002498,1729.70601519795
common_voice_ja_37426388,3324,female_feminine,2.21,2.29,a,215.083370142658,1800.27559552639
common_voice_ja_36971267,3328,female_feminine,4.04,4.12,a,749.296906607143,2079.03683305656
common_voice_ja_28163015,3320,male_masculine,2.98,3.04,a,743.161014084987,1409.37099633982
common_voice_ja_26610903,3314,male_masculine,3.94,3.97,a,426.878702705764,1724.15993902984
common_voice_ja_27688159,3332,female_feminine,4.58,4.65,a,490.555719256188,1599.34753435563
common_voice_ja_37421923,3312,male_masculine,3.7,3.75,a,424.550656306158,1417.77113306815
common_voice_ja_25959571,3326,male_masculine,4.64,4.68,a,634.016044168998,1497.59565068714
common_voice_ja_30487669,3143,male_masculine,2.96,3.02,a,325.739545046261,1596.45562576051
common_voice_ja_27426330,3314,male_masculine,4.97,5.04,a,560.835787115464,1587.91658596877
common_voice_ja_37056254,3328,female_feminine,5.2,5.26,a,779.141747446945,1364.97236025423
common_voice_ja_26866726,3332,female_feminine,5.32,5.38,a,528.933282507223,1677.14853092755
common_voice_ja_27513373,3332,female_feminine,2.0,2.05,a,450.805432734946,1486.87970558898
common_voice_ja_28599095,3332,female_feminine,4.23,4.28,a,655.453811355237,1625.43147373564
common_voice_ja_31380207,3079,male_masculine,4.59,4.64,a,641.271819833107,1582.3137204094
common_voice_ja_24680200,3332,female,3.99,4.05,a,618.096658929666,1567.54529458546
common_voice_ja_36207246,3029,male_masculine,3.18,3.23,a,575.46666953807,1541.48203913379
common_voice_ja_24585104,3309,male,3.1,3.16,a,648.118227838984,1473.05986665465
common_voice_ja_36319888,3039,male_masculine,3.29,3.41,a,760.946434067895,1554.51436421586
common_voice_ja_37018547,3328,female_feminine,4.72,4.9,a,724.111934436155,1330.83254088687
common_voice_ja_26015429,3331,male_masculine,2.47,2.51,a,574.812767136906,1741.23024212791
common_voice_ja_36358934,2624,female,1.27,1.43,a,734.250002168622,1882.44223160123
common_voice_ja_37179752,3328,female,5.96,6.05,a,670.536076734867,1618.3857975773
common_voice_ja_36337051,2812,male_masculine,2.07,2.1,a,411.421431895909,1589.61393261067
common_voice_ja_35799604,3237,female_feminine,0.7,0.76,a,542.349963366359,1854.241596702
common_voice_ja_37532742,3323,female_feminine,2.15,2.23,a,601.874460258454,1587.95645391643
common_voice_ja_37064443,3328,female_feminine,2.86,2.92,a,807.731358806927,1481.62772353688
common_voice_ja_28700439,3332,female_feminine,3.63,3.7,a,591.239573359158,1569.21920902849
common_voice_ja_28768942,3332,female_feminine,4.72,4.79,a,733.900340913179,1860.96401372858
common_voice_ja_27698285,3266,male,4.37,4.44,a,512.722268533939,1100.98641758296
common_voice_ja_26066678,3331,male_masculine,1.48,1.56,a,425.936334619404,1595.04646429083
common_voice_ja_25986206,3331,male_masculine,3.52,3.55,a,603.89439022694,1944.5720370863
common_voice_ja_26124351,3331,male_masculine,0.81,0.85,a,432.12384764646,1410.88430499094
common_voice_ja_35118339,3314,male_masculine,4.43,4.5,a,531.9627458417,1699.36606160758
common_voice_ja_26127060,3332,female_feminine,4.83,4.87,a,377.387319190501,1151.99476755876
common_voice_ja_29823866,3308,female,4.13,4.16,a,442.633655453828,1199.09206712778
common_voice_ja_37480095,3324,female_feminine,2.34,2.41,a,327.493777267623,1631.70908747947
common_voice_ja_38964265,2805,male_masculine,1.58,1.64,a,430.321336305048,1361.77556106071
common_voice_ja_26983709,3332,female_feminine,5.41,5.49,a,828.837134167365,1389.10133870405
common_voice_ja_25689333,3329,male_masculine,0.68,0.79,a,620.834852538947,1372.11805211655
common_voice_ja_27696438,3252,female_feminine,1.13,1.17,a,640.552936050839,1798.93531789817
common_voice_ja_35925982,3255,male_masculine,4.1,4.17,a,635.78646679813,1711.02047959907
common_voice_ja_26003599,3332,female_feminine,5.56,5.61,a,554.501132111774,1799.8869699415
common_voice_ja_25990464,3331,male_masculine,1.32,1.35,a,388.371356532793,1646.0656660818
common_voice_ja_25855837,3332,female_feminine,2.63,2.68,a,541.962256883016,1175.61961918892
common_voice_ja_27695507,3318,male_masculine,7.5,7.54,a,640.224941603338,1410.06279254114
common_voice_ja_27182997,3332,female_feminine,3.3,3.34,a,533.219266171853,1140.964751049
common_voice_ja_27398061,3299,male_masculine,1.46,1.5,a,271.243802350067,1228.68823174944
common_voice_ja_26127386,3332,female_feminine,1.55,1.62,a,768.076613562705,1840.79436288015
common_voice_ja_25987565,3331,male_masculine,4.71,4.75,a,520.920425611159,1441.52349859375
common_voice_ja_26687614,3332,female_feminine,4.99,5.07,a,486.829743372542,1646.70459232215
common_voice_ja_26051121,3331,male_masculine,2.37,2.41,a,638.755350889838,1486.60727665684
common_voice_ja_37553439,3327,female_feminine,4.9,4.96,a,393.598513749045,1697.2428209266
common_voice_ja_36315696,3012,male_masculine,4.64,4.71,a,440.07393138392,1421.18234739011
common_voice_ja_37500249,3305,female_feminine,3.86,3.93,a,410.246221149352,1928.16927241601
common_voice_ja_35888798,3258,female_feminine,4.35,4.42,a,691.56274998484,1696.32797357204
common_voice_ja_35856499,2793,male_masculine,3.72,3.75,a,305.617731965569,2041.69510305035
common_voice_ja_35848071,3138,female,4.53,4.58,a,500.606260442068,1791.11679078868
common_voice_ja_26130809,3331,male_masculine,1.58,1.62,a,539.819493551927,1140.50359896689
common_voice_ja_36318155,2917,male_masculine,0.95,1.0,a,630.127305750007,1278.23055965926
common_voice_ja_28216224,3320,male_masculine,5.31,5.35,a,578.878522041722,1320.67489181993
common_voice_ja_24928771,3310,male,3.96,3.99,a,641.722613224217,1331.99659054855
common_voice_ja_36117740,2583,male_masculine,2.97,3.03,a,676.439959079076,1611.42697024736
common_voice_ja_36358672,2505,female_feminine,4.54,4.67,a,877.300096533244,1356.68419942674
common_voice_ja_36221306,3084,male_masculine,4.8,4.87,a,520.141673101332,1206.38341390275
common_voice_ja_26067940,3331,male_masculine,1.98,2.02,a,444.252655225288,1351.10354447621
common_voice_ja_31380245,3079,male_masculine,2.56,2.61,a,554.104785152448,1712.01491259723
common_voice_ja_36292742,2962,female_feminine,1.05,1.16,a,250.013055626777,986.869679640224
common_voice_ja_30688558,3316,male_masculine,0.9,0.96,a,748.832319608939,1543.08519308261
common_voice_ja_35842985,3289,male_masculine,4.4,4.44,a,435.660836443876,1820.97667588632
common_voice_ja_27698345,3266,male_masculine,3.69,3.75,a,617.873626648656,1285.27518706763
common_voice_ja_25372523,3329,male,3.98,4.05,a,431.856994604596,1638.13293225719
common_voice_ja_36346423,2683,male_masculine,1.56,1.61,a,553.449775479513,1765.04919721022
common_voice_ja_29738910,3329,male_masculine,3.11,3.18,a,624.414185407606,1740.44742480861
common_voice_ja_35287634,3245,male_masculine,1.83,1.87,a,476.745655311733,1103.95662001392
common_voice_ja_26066939,3331,male_masculine,1.42,1.46,a,570.755108750768,1393.55725154881
common_voice_ja_28598837,3332,female_feminine,3.25,3.31,a,591.552469996605,1555.65087911378
common_voice_ja_36340272,2618,male_masculine,1.48,1.54,a,446.216811395639,1577.0288285888
common_voice_ja_27809711,3288,male_masculine,4.82,4.86,a,237.401421363321,1282.16352710238
common_voice_ja_36137655,3176,male_masculine,1.42,1.48,a,531.056874349875,1323.8375047118
common_voice_ja_36029540,2948,female_feminine,0.83,0.9,a,741.028524618159,1787.04035503437
common_voice_ja_30690483,3316,male_masculine,3.88,3.92,a,542.908341506822,1456.92967211206
common_voice_ja_32866815,3272,male_masculine,4.95,5.0,a,595.351625777453,1687.96745745439
common_voice_ja_36048553,3066,female_feminine,4.13,4.17,a,657.889501068441,1739.77857162556
common_voice_ja_25996181,3326,male_masculine,3.82,3.89,a,582.984563389099,1663.96929412437
common_voice_ja_28721738,2935,male_masculine,4.75,4.8,a,533.122852745168,1827.64947088574
common_voice_ja_37330724,3324,female_feminine,0.93,0.99,a,277.943396399451,1632.43140488218
common_voice_ja_26013935,3331,male_masculine,3.88,3.92,a,377.345142119801,1910.53762291408
common_voice_ja_27461328,3332,female_feminine,1.19,1.25,a,502.916894638517,1600.85818621406
common_voice_ja_36314261,2825,female_feminine,4.61,4.72,a,762.68437521749,1528.97910745778
common_voice_ja_30688350,2983,male_masculine,0.75,0.8,a,375.214086705204,1898.21323278516
common_voice_ja_37007028,3328,female_feminine,3.1,3.18,a,695.905349275215,1819.77978841164
common_voice_ja_36980447,3328,female_feminine,5.9,5.98,a,608.737182856642,1577.36669903308
common_voice_ja_37190959,3324,female_feminine,2.1,2.16,a,230.246654578376,1216.03496299451
common_voice_ja_35626641,3077,male_masculine,5.93,6.06,a,550.672432579525,1219.49711758968
common_voice_ja_36308617,3024,male_masculine,5.9,5.96,a,575.753032330729,1781.3741305689
common_voice_ja_36332448,2589,male_masculine,1.97,2.04,a,352.19051742087,1200.66788842694
common_voice_ja_26015545,3331,male_masculine,1.85,1.91,a,644.883430104717,1310.19719673024
common_voice_ja_26677166,3332,female_feminine,2.63,2.71,a,557.007626494822,1624.50257048365
common_voice_ja_26286709,3298,male_masculine,1.15,1.19,a,517.016821280457,1064.14764648751
common_voice_ja_36356064,2634,male_masculine,5.07,5.11,a,586.123683884853,962.980422351073
common_voice_ja_27737521,3205,male_masculine,4.99,5.07,a,681.895267010832,1243.71653802441
common_voice_ja_26037554,3332,female_feminine,0.87,0.94,a,596.151261781096,1438.45397717866
common_voice_ja_26038437,3331,male_masculine,3.31,3.41,a,745.778045466099,1360.0338302687
common_voice_ja_26932883,3332,female_feminine,2.34,2.39,a,369.197796224797,1315.66128705507
common_voice_ja_36051124,3147,female_feminine,2.47,2.51,a,739.154145668019,1721.28576626892
common_voice_ja_33940064,3330,male_masculine,1.5,1.55,a,472.448921509961,1817.8692696888
common_voice_ja_26176460,3332,female_feminine,3.45,3.52,a,650.772717807415,1592.01797068183
common_voice_ja_26122812,3326,male_masculine,4.38,4.44,a,551.470547484263,1629.00965166911
common_voice_ja_32996788,3132,male_masculine,4.11,4.15,a,520.37911027769,1135.28772755849
common_voice_ja_27688159,3332,female_feminine,0.98,1.07,a,600.417412022894,1550.75731461375
common_voice_ja_27630593,3332,female_feminine,1.31,1.39,a,431.785977237078,1698.34057295545
common_voice_ja_38848659,2463,male_masculine,4.43,4.5,a,475.542799498916,1889.68246732104
common_voice_ja_25832529,3251,male,3.79,3.87,a,458.161676484952,1194.7548385358
common_voice_ja_25962842,3332,female_feminine,3.36,3.39,a,276.904991938421,1071.8650429006
common_voice_ja_36317431,2822,male_masculine,0.88,0.93,a,465.898589811541,1425.54437836221
common_voice_ja_26124411,3331,male_masculine,4.77,4.82,a,601.68979825527,1450.58777342091
common_voice_ja_24737089,3332,female,5.35,5.39,a,212.540827359634,1630.80164606173
common_voice_ja_31380194,3079,male_masculine,3.63,3.69,a,634.580677187692,1380.02209869327
common_voice_ja_38953337,2649,female_feminine,5.3,5.36,a,896.935097670421,1791.46475626826
common_voice_ja_26015241,3331,male_masculine,1.87,1.93,a,631.982541538357,1319.34835438372
common_voice_ja_27695894,3318,male_masculine,1.3,1.35,a,326.959524672154,1689.80056356097
common_voice_ja_37018359,3328,female_feminine,2.54,2.63,a,543.467423344567,1603.96355200134
common_voice_ja_26450865,3332,female_feminine,1.2,1.25,a,597.674110169016,1718.51766452911
common_voice_ja_26015807,3332,female_feminine,1.32,1.39,a,650.138204410789,1276.81664900202
common_voice_ja_28720677,3332,female_feminine,1.79,1.83,a,552.315741308225,1612.33655882759
common_voice_ja_36996702,3328,female_feminine,2.02,2.1,a,681.10048435343,1548.91084906931
common_voice_ja_37543176,3327,female_feminine,4.5,4.56,a,619.874927204231,1780.43707899092
common_voice_ja_26014426,3331,male_masculine,3.96,4.0,a,599.427758455743,1508.17264541487
common_voice_ja_36295689,3210,male_masculine,4.55,4.6,a,559.044200183903,1114.15947619148
common_voice_ja_26067452,3331,male_masculine,1.54,1.61,a,562.975398150069,1735.0595834313
common_voice_ja_25930619,3326,male_masculine,2.97,3.05,a,568.552475752647,1351.16585467342
common_voice_ja_37522172,3324,female_feminine,2.95,3.05,a,1129.88677684013,1457.48921378348
common_voice_ja_36326465,3139,male_masculine,0.85,1.08,a,761.568682750176,1373.27249922708
common_voice_ja_26039045,3331,male_masculine,1.04,1.09,a,445.758484902719,1470.85447313529
common_voice_ja_31380202,3079,male_masculine,1.93,1.97,a,564.370514620125,1203.55133039311
common_voice_ja_26067925,3331,male_masculine,2.61,2.64,a,296.79884318092,1525.612702965
common_voice_ja_37055178,3328,female_feminine,4.72,4.76,a,696.430786681283,1483.62338704051
common_voice_ja_35931606,2918,female_feminine,1.75,1.79,a,423.728202339666,939.960726341874
common_voice_ja_36273211,2729,female_feminine,1.67,1.7,a,696.952613616849,1751.98461965022
common_voice_ja_36137438,3176,male_masculine,5.16,5.19,a,609.485895729846,1570.59318362608
common_voice_ja_27695860,3318,male_masculine,5.54,5.61,a,605.654161555438,1392.80451514886
common_voice_ja_26039245,3331,male_masculine,2.14,2.17,a,707.331529255533,1328.02275117103
common_voice_ja_36143768,3253,male_masculine,1.24,1.31,a,605.675265680784,1369.7934741423
common_voice_ja_37006859,3325,female_feminine,4.65,4.72,a,546.649663974007,1994.49994549078
common_voice_ja_20072918,3306,male_masculine,3.2,3.28,a,373.000421309766,1220.93520215453
common_voice_ja_37300292,3324,female_feminine,1.08,1.13,a,655.622808912255,1726.74358000676
common_voice_ja_26066920,3331,male_masculine,2.49,2.54,a,527.037027569889,1483.00019922021
common_voice_ja_36284153,3142,female_feminine,2.74,2.82,a,646.918514014677,1553.69921703295
common_voice_ja_30487796,3143,male_masculine,2.6,2.66,a,424.947378834168,1373.48372482047
common_voice_ja_26866875,3332,female_feminine,2.5,2.58,a,527.592596333639,1493.42500389385
common_voice_ja_26067378,3331,male_masculine,0.79,0.82,a,580.415151134548,1517.74989435051
common_voice_ja_25962864,3332,female_feminine,3.89,3.93,a,354.947585328298,1872.84259736556
common_voice_ja_36360965,2662,male_masculine,4.43,4.5,a,534.064767545197,1702.69125582913
common_voice_ja_36336988,2708,male_masculine,5.77,5.83,a,402.43110798828,1676.60786851917
common_voice_ja_26833770,3332,female_feminine,3.7,3.78,a,663.806304632804,1519.10547576256
common_voice_ja_36341554,2614,male_masculine,2.24,2.29,a,454.591931136152,1739.71867951839
common_voice_ja_22967568,3321,male_masculine,2.39,2.46,a,586.340545528185,1328.64921077158
common_voice_ja_35847368,3273,male_masculine,3.72,3.81,a,552.304650904222,1362.71913118579
common_voice_ja_35949534,3166,male_masculine,0.97,1.05,a,454.337148684471,1316.3456646757
common_voice_ja_26067438,3331,male_masculine,1.35,1.43,a,588.832937857093,1038.06144062445
common_voice_ja_36327364,3117,female_feminine,0.71,0.79,a,496.024035985666,1343.72367200951
common_voice_ja_37064679,3328,female_feminine,5.44,5.52,a,706.0339780262,1620.36883449896
common_voice_ja_26130963,3331,male_masculine,0.7,0.73,a,514.980607049022,1472.74680514605
common_voice_ja_36324451,2470,female,3.26,3.32,a,713.898724332361,2213.58039039984
common_voice_ja_25444628,3329,male_masculine,1.09,1.18,a,535.714858869378,1731.07485955737
common_voice_ja_36314364,2924,male_masculine,2.62,2.68,a,369.363751943827,1594.98197616559
common_voice_ja_26068416,3331,male_masculine,1.86,1.91,a,571.143893277036,1486.17888012072
common_voice_ja_26866768,3332,female_feminine,1.82,1.89,a,506.13568744854,1410.14370401169
common_voice_ja_38964267,2805,male_masculine,0.88,0.94,a,528.509696788087,1048.0773940827
common_voice_ja_26105180,3332,female_feminine,2.64,2.69,a,481.356782420721,1574.80911130291
common_voice_ja_25444214,3329,male_masculine,2.77,2.86,a,635.575520467644,1688.90982908789
common_voice_ja_36348182,2739,male_masculine,0.97,1.03,a,478.791302736878,1348.38179313683
common_voice_ja_37505900,3323,female_feminine,4.25,4.31,a,449.252760363012,1667.85708296874
common_voice_ja_25987582,3331,male_masculine,0.87,0.95,a,347.597361840937,1433.96363187816
common_voice_ja_32158233,3330,male_masculine,4.63,4.66,a,710.843057058519,1089.89276801215
common_voice_ja_36298296,3278,female_feminine,2.21,2.26,a,687.168426651318,1576.86904604902
common_voice_ja_28163026,3320,male_masculine,2.61,2.66,a,587.611407827959,1340.39345371081
common_voice_ja_35949534,3166,male_masculine,0.85,0.89,a,328.829255429275,1308.68077575508
common_voice_ja_26030408,3307,male_masculine,1.95,2.02,a,589.774289050018,1586.58470601028
common_voice_ja_36317462,2822,male_masculine,5.46,5.52,a,470.204217811368,1519.55204907282
common_voice_ja_26067889,3331,male_masculine,3.89,3.92,a,702.618198010797,1293.77345463637
common_voice_ja_33214285,3268,male_masculine,0.86,0.91,a,337.165048479723,1519.01960001817
common_voice_ja_35935874,3099,male_masculine,2.95,3.0,a,493.951972647741,1241.25667653938
common_voice_ja_27695840,3318,male_masculine,4.7,4.78,a,455.931843672156,1327.56536983345
common_voice_ja_26015410,3331,male_masculine,3.56,3.61,a,542.348444211049,1676.87159787604
common_voice_ja_25285323,3332,female,3.62,3.7,a,624.428288953909,1786.88513058454
common_voice_ja_26066778,3331,male_masculine,1.46,1.5,a,400.216347495461,1415.91211827902
common_voice_ja_28267717,3320,male_masculine,3.45,3.48,a,690.508869674626,1513.99966318688
common_voice_ja_36366772,2582,male_masculine,4.24,4.28,a,526.550433680294,1539.6853330367
common_voice_ja_22656439,3321,male_masculine,2.18,2.27,a,556.064780859781,1288.85147731887
common_voice_ja_36332752,3030,female_feminine,6.59,6.66,a,860.656536240948,1606.89760570201
common_voice_ja_26983420,3332,female_feminine,2.77,2.84,a,479.210745633565,1615.20701246312
common_voice_ja_36370204,2906,male_masculine,2.2,2.26,a,505.561369067097,1568.52944864443
common_voice_ja_25895437,3326,male_masculine,6.59,6.63,a,819.880271150243,1272.08273189481
common_voice_ja_30689220,3316,male_masculine,3.99,4.03,a,684.899306165492,1713.4396744477
common_voice_ja_37024520,3328,female_feminine,3.97,4.04,a,653.34728183239,1921.64330466446
common_voice_ja_26013999,3331,male_masculine,1.33,1.36,a,420.229476107535,1535.67117570792
common_voice_ja_37127733,3328,female_feminine,6.88,6.94,a,1111.56641174954,1663.08305421743
common_voice_ja_26038333,3331,male_masculine,1.17,1.24,a,688.949771571941,1258.66638791751
common_voice_ja_24524013,3279,male_masculine,1.28,1.32,a,486.844806650954,1398.89772387719
common_voice_ja_26084066,3332,female_feminine,4.97,5.07,a,582.101977296659,1592.11542807453
common_voice_ja_36339815,2898,male_masculine,4.76,4.79,a,285.834586227237,1446.85397076812
common_voice_ja_37657658,3285,female_feminine,5.7,5.79,a,986.081226741019,2122.53528262443
common_voice_ja_25205901,3332,female,1.08,1.12,a,284.635332730125,1457.62852797472
common_voice_ja_28412373,3262,male_masculine,1.53,1.6,a,616.706681490686,1800.66614248195
common_voice_ja_26130779,3331,male_masculine,0.76,0.81,a,330.103994050402,1371.22706814772
common_voice_ja_26015542,3331,male_masculine,3.47,3.51,a,691.445539154581,1518.17887666441
common_voice_ja_38832286,2497,male_masculine,1.76,1.82,a,254.042773964458,1607.93590502497
common_voice_ja_37500303,3327,female_feminine,5.65,5.7,a,606.28065745071,1613.42870562691
common_voice_ja_30480898,3295,female,5.16,5.21,a,507.683017787324,1050.949279896
common_voice_ja_36319810,2801,male_masculine,0.98,1.02,a,427.073724099378,1724.77486035715
common_voice_ja_28628679,3332,female_feminine,2.92,2.97,a,558.563832594394,1686.10850172517
common_voice_ja_27713869,2457,male,2.6,2.67,a,521.528021018015,1737.31747363307
common_voice_ja_36321196,3017,male_masculine,4.73,4.76,a,274.273560520557,1367.10828659086
common_voice_ja_25884999,3332,female_feminine,6.37,6.43,a,410.940249608795,1592.20388905632
common_voice_ja_27224642,3332,female_feminine,1.18,1.24,a,552.2264293281,1579.85720471356
common_voice_ja_38830924,2546,female_feminine,1.49,1.54,a,510.08379921178,1451.65919994456
common_voice_ja_36149468,3113,male,1.58,1.68,a,651.972751361072,1188.30483291599
common_voice_ja_36306879,2578,female_feminine,3.66,3.7,a,759.433576239835,1269.55320387618
common_voice_ja_37619956,3327,female_feminine,1.39,1.5,a,620.127874004369,1647.42083692217
common_voice_ja_37109865,3328,female_feminine,5.07,5.15,a,759.000098225392,1837.98955225568
common_voice_ja_36965473,3328,female_feminine,5.33,5.4,a,482.203671880328,1422.9689477624
common_voice_ja_27162682,3332,female_feminine,1.6,1.72,a,711.556026876637,1609.07767062755
common_voice_ja_36325397,2921,male_masculine,2.56,2.6,a,397.095562835074,1397.90358654529
common_voice_ja_26162741,3332,female_feminine,2.67,2.72,a,560.329633549937,1270.70990584331
common_voice_ja_36370930,2637,male_masculine,5.03,5.08,a,571.107739663773,1538.78535763291
common_voice_ja_26014262,3331,male_masculine,3.13,3.18,a,551.178767414631,1374.79696892737
common_voice_ja_27661032,3027,male_masculine,0.43,0.47,a,482.108245399095,1837.88854992078
common_voice_ja_36370204,2906,male_masculine,2.0,2.05,a,726.768975474348,1655.35666639229
common_voice_ja_37129568,3328,female_feminine,6.22,6.37,a,740.136074487155,1327.36998003477
common_voice_ja_35900826,3196,male_masculine,5.04,5.11,a,765.312040769707,1777.2944830078
common_voice_ja_25987589,3331,male_masculine,3.34,3.41,a,512.152356365954,1604.96043926064
common_voice_ja_25990516,3332,female_feminine,5.8,5.85,a,777.982416951073,1737.02729473767
common_voice_ja_26013938,3331,male_masculine,3.73,3.76,a,764.61355541715,1317.90062353319
common_voice_ja_26798671,3332,female_feminine,3.02,3.07,a,457.495988183977,1199.63274584523
common_voice_ja_26130602,3331,male_masculine,2.91,2.96,a,552.229612983639,1559.86299913411
common_voice_ja_29983563,3314,male_masculine,1.15,1.2,a,661.917730118903,1694.01866015106
common_voice_ja_24964373,3332,female,3.75,3.79,a,346.895548412765,1339.76319807575
common_voice_ja_29742424,3329,male_masculine,2.23,2.29,a,663.737566283403,1423.25251685177
common_voice_ja_25399287,3329,male,1.49,1.58,a,729.581075752673,1616.61493547107
common_voice_ja_26932857,3332,female_feminine,3.32,3.39,a,608.210532833709,1795.50634253079
common_voice_ja_24928978,3310,male,2.17,2.2,a,356.189480667884,1007.13519361852
common_voice_ja_26640786,3332,female_feminine,6.03,6.06,a,341.42569603092,895.606372627228
common_voice_ja_37356509,3324,female_feminine,3.22,3.26,a,475.902925482003,1935.6071959979
common_voice_ja_27695723,3318,male_masculine,5.1,5.18,a,659.519104840266,1475.24119927825
common_voice_ja_25989226,3326,male_masculine,1.89,1.95,a,725.293794042536,1332.04938045282
common_voice_ja_36135035,3140,male_masculine,3.44,3.55,a,647.477572720534,1387.82014839294
common_voice_ja_26290909,3331,male_masculine,1.68,1.72,a,596.099833113988,1383.67192942127
